obsnme,obsval,weight,obgnme,i,j,obsid,oname,otype,time,usecol,variable,standard_deviation
oname:conc_otype:lst_usecol:sim_time:44.0_obsid:welopt-ly3_variable:so4,5.51095e-05,0.0,conc,,,welopt-ly3,conc,lst,44.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:44.0_obsid:wp1-f3_variable:o0,0.0,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,44.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:44.0_obsid:wp1-f3_variable:ph,6.67471,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,44.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:44.0_obsid:wp1-f3_variable:so4,5.53676e-05,20000.0,wp1-f3:so4,,,wp1-f3,conc,lst,44.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:44.0_obsid:wp4-f5_variable:o0,6.33452e-34,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,44.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:44.0_obsid:wp4-f5_variable:ph,6.59176,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,44.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:44.0_obsid:wp4-f5_variable:so4,0.000145102,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,44.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:440.0_obsid:welopt-ly1_variable:so4,0.000465508,0.0,forecast,,,welopt-ly1,conc,lst,440.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:440.0_obsid:welopt-ly3_variable:o0,3.25382e-11,0.0,conc,,,welopt-ly3,conc,lst,440.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:440.0_obsid:welopt-ly3_variable:ph,6.9042,0.0,conc,,,welopt-ly3,conc,lst,440.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:440.0_obsid:welopt-ly3_variable:so4,0.000849379,0.0,forecast,,,welopt-ly3,conc,lst,440.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:440.0_obsid:welopt-ly5_variable:so4,0.000619166,0.0,forecast,,,welopt-ly5,conc,lst,440.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:440.0_obsid:wp1-f3_variable:o0,4.15677e-11,0.0,conc,,,wp1-f3,conc,lst,440.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:440.0_obsid:wp1-f3_variable:ph,6.71352,0.0,conc,,,wp1-f3,conc,lst,440.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:440.0_obsid:wp1-f3_variable:so4,0.000774866,0.0,conc,,,wp1-f3,conc,lst,440.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:440.0_obsid:wp4-f5_variable:o0,0.000128479,0.0,conc,,,wp4-f5,conc,lst,440.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:440.0_obsid:wp4-f5_variable:ph,6.82784,0.0,conc,,,wp4-f5,conc,lst,440.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:440.0_obsid:wp4-f5_variable:so4,0.000784392,0.0,conc,,,wp4-f5,conc,lst,440.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:441.0_obsid:welopt-ly1_variable:so4,0.000465508,0.0,forecast,,,welopt-ly1,conc,lst,441.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:441.0_obsid:welopt-ly3_variable:o0,3.25382e-11,0.0,conc,,,welopt-ly3,conc,lst,441.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:441.0_obsid:welopt-ly3_variable:ph,6.9042,0.0,conc,,,welopt-ly3,conc,lst,441.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:441.0_obsid:welopt-ly3_variable:so4,0.000849379,0.0,forecast,,,welopt-ly3,conc,lst,441.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:441.0_obsid:welopt-ly5_variable:so4,0.000619166,0.0,forecast,,,welopt-ly5,conc,lst,441.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:441.0_obsid:wp1-f3_variable:o0,4.15677e-11,0.0,conc,,,wp1-f3,conc,lst,441.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:441.0_obsid:wp1-f3_variable:ph,6.71352,0.0,conc,,,wp1-f3,conc,lst,441.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:441.0_obsid:wp1-f3_variable:so4,0.000774866,0.0,conc,,,wp1-f3,conc,lst,441.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:441.0_obsid:wp4-f5_variable:o0,0.000128479,0.0,conc,,,wp4-f5,conc,lst,441.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:441.0_obsid:wp4-f5_variable:ph,6.82784,0.0,conc,,,wp4-f5,conc,lst,441.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:441.0_obsid:wp4-f5_variable:so4,0.000784392,0.0,conc,,,wp4-f5,conc,lst,441.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:442.0_obsid:welopt-ly1_variable:so4,0.000465508,0.0,forecast,,,welopt-ly1,conc,lst,442.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:442.0_obsid:welopt-ly3_variable:o0,3.25382e-11,0.0,conc,,,welopt-ly3,conc,lst,442.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:442.0_obsid:welopt-ly3_variable:ph,6.9042,0.0,conc,,,welopt-ly3,conc,lst,442.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:442.0_obsid:welopt-ly3_variable:so4,0.000849379,0.0,forecast,,,welopt-ly3,conc,lst,442.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:442.0_obsid:welopt-ly5_variable:so4,0.000619166,0.0,forecast,,,welopt-ly5,conc,lst,442.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:442.0_obsid:wp1-f3_variable:o0,4.15677e-11,0.0,conc,,,wp1-f3,conc,lst,442.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:442.0_obsid:wp1-f3_variable:ph,6.71352,0.0,conc,,,wp1-f3,conc,lst,442.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:442.0_obsid:wp1-f3_variable:so4,0.000774866,0.0,conc,,,wp1-f3,conc,lst,442.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:442.0_obsid:wp4-f5_variable:o0,0.000128479,0.0,conc,,,wp4-f5,conc,lst,442.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:442.0_obsid:wp4-f5_variable:ph,6.82784,0.0,conc,,,wp4-f5,conc,lst,442.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:442.0_obsid:wp4-f5_variable:so4,0.000784392,0.0,conc,,,wp4-f5,conc,lst,442.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:443.0_obsid:welopt-ly1_variable:so4,0.000477836,0.0,forecast,,,welopt-ly1,conc,lst,443.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:443.0_obsid:welopt-ly3_variable:o0,4.39159e-11,0.0,conc,,,welopt-ly3,conc,lst,443.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:443.0_obsid:welopt-ly3_variable:ph,6.85892,0.0,conc,,,welopt-ly3,conc,lst,443.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:443.0_obsid:welopt-ly3_variable:so4,0.000879017,0.0,forecast,,,welopt-ly3,conc,lst,443.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:443.0_obsid:welopt-ly5_variable:so4,0.00064632,0.0,forecast,,,welopt-ly5,conc,lst,443.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:443.0_obsid:wp1-f3_variable:o0,3.61381e-11,0.0,conc,,,wp1-f3,conc,lst,443.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:443.0_obsid:wp1-f3_variable:ph,6.73397,0.0,conc,,,wp1-f3,conc,lst,443.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:443.0_obsid:wp1-f3_variable:so4,0.000792422,0.0,conc,,,wp1-f3,conc,lst,443.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:443.0_obsid:wp4-f5_variable:o0,0.000149026,0.0,conc,,,wp4-f5,conc,lst,443.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:443.0_obsid:wp4-f5_variable:ph,6.81947,0.0,conc,,,wp4-f5,conc,lst,443.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:443.0_obsid:wp4-f5_variable:so4,0.000781224,0.0,conc,,,wp4-f5,conc,lst,443.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:444.0_obsid:welopt-ly1_variable:so4,0.000477836,0.0,forecast,,,welopt-ly1,conc,lst,444.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:444.0_obsid:welopt-ly3_variable:o0,4.39159e-11,0.0,conc,,,welopt-ly3,conc,lst,444.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:444.0_obsid:welopt-ly3_variable:ph,6.85892,0.0,conc,,,welopt-ly3,conc,lst,444.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:444.0_obsid:welopt-ly3_variable:so4,0.000879017,0.0,forecast,,,welopt-ly3,conc,lst,444.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:444.0_obsid:welopt-ly5_variable:so4,0.00064632,0.0,forecast,,,welopt-ly5,conc,lst,444.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:444.0_obsid:wp1-f3_variable:o0,3.61381e-11,0.0,conc,,,wp1-f3,conc,lst,444.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:444.0_obsid:wp1-f3_variable:ph,6.73397,0.0,conc,,,wp1-f3,conc,lst,444.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:444.0_obsid:wp1-f3_variable:so4,0.000792422,0.0,conc,,,wp1-f3,conc,lst,444.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:444.0_obsid:wp4-f5_variable:o0,0.000149026,0.0,conc,,,wp4-f5,conc,lst,444.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:444.0_obsid:wp4-f5_variable:ph,6.81947,0.0,conc,,,wp4-f5,conc,lst,444.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:444.0_obsid:wp4-f5_variable:so4,0.000781224,0.0,conc,,,wp4-f5,conc,lst,444.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:445.0_obsid:welopt-ly1_variable:so4,0.000477836,0.0,forecast,,,welopt-ly1,conc,lst,445.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:445.0_obsid:welopt-ly3_variable:o0,4.39159e-11,0.0,conc,,,welopt-ly3,conc,lst,445.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:445.0_obsid:welopt-ly3_variable:ph,6.85892,0.0,conc,,,welopt-ly3,conc,lst,445.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:445.0_obsid:welopt-ly3_variable:so4,0.000879017,0.0,forecast,,,welopt-ly3,conc,lst,445.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:445.0_obsid:welopt-ly5_variable:so4,0.00064632,0.0,forecast,,,welopt-ly5,conc,lst,445.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:445.0_obsid:wp1-f3_variable:o0,3.61381e-11,0.0,conc,,,wp1-f3,conc,lst,445.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:445.0_obsid:wp1-f3_variable:ph,6.73397,0.0,conc,,,wp1-f3,conc,lst,445.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:445.0_obsid:wp1-f3_variable:so4,0.000792422,0.0,conc,,,wp1-f3,conc,lst,445.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:445.0_obsid:wp4-f5_variable:o0,0.000149026,0.0,conc,,,wp4-f5,conc,lst,445.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:445.0_obsid:wp4-f5_variable:ph,6.81947,0.0,conc,,,wp4-f5,conc,lst,445.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:445.0_obsid:wp4-f5_variable:so4,0.000781224,0.0,conc,,,wp4-f5,conc,lst,445.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:446.0_obsid:welopt-ly1_variable:so4,0.000477836,0.0,forecast,,,welopt-ly1,conc,lst,446.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:446.0_obsid:welopt-ly3_variable:o0,4.39159e-11,0.0,conc,,,welopt-ly3,conc,lst,446.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:446.0_obsid:welopt-ly3_variable:ph,6.85892,0.0,conc,,,welopt-ly3,conc,lst,446.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:446.0_obsid:welopt-ly3_variable:so4,0.000879017,0.0,forecast,,,welopt-ly3,conc,lst,446.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:446.0_obsid:welopt-ly5_variable:so4,0.00064632,0.0,forecast,,,welopt-ly5,conc,lst,446.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:446.0_obsid:wp1-f3_variable:o0,3.61381e-11,0.0,conc,,,wp1-f3,conc,lst,446.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:446.0_obsid:wp1-f3_variable:ph,6.73397,0.0,conc,,,wp1-f3,conc,lst,446.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:446.0_obsid:wp1-f3_variable:so4,0.000792422,0.0,conc,,,wp1-f3,conc,lst,446.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:446.0_obsid:wp4-f5_variable:o0,0.000149026,0.0,conc,,,wp4-f5,conc,lst,446.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:446.0_obsid:wp4-f5_variable:ph,6.81947,0.0,conc,,,wp4-f5,conc,lst,446.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:446.0_obsid:wp4-f5_variable:so4,0.000781224,0.0,conc,,,wp4-f5,conc,lst,446.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:447.0_obsid:welopt-ly1_variable:so4,0.000477836,0.0,forecast,,,welopt-ly1,conc,lst,447.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:447.0_obsid:welopt-ly3_variable:o0,4.39159e-11,0.0,conc,,,welopt-ly3,conc,lst,447.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:447.0_obsid:welopt-ly3_variable:ph,6.85892,0.0,conc,,,welopt-ly3,conc,lst,447.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:447.0_obsid:welopt-ly3_variable:so4,0.000879017,0.0,forecast,,,welopt-ly3,conc,lst,447.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:447.0_obsid:welopt-ly5_variable:so4,0.00064632,0.0,forecast,,,welopt-ly5,conc,lst,447.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:447.0_obsid:wp1-f3_variable:o0,3.61381e-11,0.0,conc,,,wp1-f3,conc,lst,447.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:447.0_obsid:wp1-f3_variable:ph,6.73397,0.0,conc,,,wp1-f3,conc,lst,447.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:447.0_obsid:wp1-f3_variable:so4,0.000792422,0.0,conc,,,wp1-f3,conc,lst,447.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:447.0_obsid:wp4-f5_variable:o0,0.000149026,0.0,conc,,,wp4-f5,conc,lst,447.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:447.0_obsid:wp4-f5_variable:ph,6.81947,0.0,conc,,,wp4-f5,conc,lst,447.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:447.0_obsid:wp4-f5_variable:so4,0.000781224,0.0,conc,,,wp4-f5,conc,lst,447.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:448.0_obsid:welopt-ly1_variable:so4,0.000477836,0.0,forecast,,,welopt-ly1,conc,lst,448.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:448.0_obsid:welopt-ly3_variable:o0,4.39159e-11,0.0,conc,,,welopt-ly3,conc,lst,448.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:448.0_obsid:welopt-ly3_variable:ph,6.85892,0.0,conc,,,welopt-ly3,conc,lst,448.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:448.0_obsid:welopt-ly3_variable:so4,0.000879017,0.0,forecast,,,welopt-ly3,conc,lst,448.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:448.0_obsid:welopt-ly5_variable:so4,0.00064632,0.0,forecast,,,welopt-ly5,conc,lst,448.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:448.0_obsid:wp1-f3_variable:o0,3.61381e-11,0.0,conc,,,wp1-f3,conc,lst,448.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:448.0_obsid:wp1-f3_variable:ph,6.73397,0.0,conc,,,wp1-f3,conc,lst,448.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:448.0_obsid:wp1-f3_variable:so4,0.000792422,0.0,conc,,,wp1-f3,conc,lst,448.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:448.0_obsid:wp4-f5_variable:o0,0.000149026,0.0,conc,,,wp4-f5,conc,lst,448.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:448.0_obsid:wp4-f5_variable:ph,6.81947,0.0,conc,,,wp4-f5,conc,lst,448.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:448.0_obsid:wp4-f5_variable:so4,0.000781224,0.0,conc,,,wp4-f5,conc,lst,448.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:449.0_obsid:welopt-ly1_variable:so4,0.000477836,0.0,forecast,,,welopt-ly1,conc,lst,449.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:449.0_obsid:welopt-ly3_variable:o0,4.39159e-11,0.0,conc,,,welopt-ly3,conc,lst,449.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:449.0_obsid:welopt-ly3_variable:ph,6.85892,0.0,conc,,,welopt-ly3,conc,lst,449.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:449.0_obsid:welopt-ly3_variable:so4,0.000879017,0.0,forecast,,,welopt-ly3,conc,lst,449.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:449.0_obsid:welopt-ly5_variable:so4,0.00064632,0.0,forecast,,,welopt-ly5,conc,lst,449.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:449.0_obsid:wp1-f3_variable:o0,3.61381e-11,0.0,conc,,,wp1-f3,conc,lst,449.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:449.0_obsid:wp1-f3_variable:ph,6.73397,0.0,conc,,,wp1-f3,conc,lst,449.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:449.0_obsid:wp1-f3_variable:so4,0.000792422,0.0,conc,,,wp1-f3,conc,lst,449.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:449.0_obsid:wp4-f5_variable:o0,0.000149026,0.0,conc,,,wp4-f5,conc,lst,449.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:449.0_obsid:wp4-f5_variable:ph,6.81947,0.0,conc,,,wp4-f5,conc,lst,449.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:449.0_obsid:wp4-f5_variable:so4,0.000781224,0.0,conc,,,wp4-f5,conc,lst,449.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:45.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,45.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:45.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,45.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:45.0_obsid:welopt-ly3_variable:so4,5.51095e-05,0.0,conc,,,welopt-ly3,conc,lst,45.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:45.0_obsid:wp1-f3_variable:o0,0.0,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,45.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:45.0_obsid:wp1-f3_variable:ph,6.67471,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,45.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:45.0_obsid:wp1-f3_variable:so4,5.53676e-05,20000.0,wp1-f3:so4,,,wp1-f3,conc,lst,45.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:45.0_obsid:wp4-f5_variable:o0,6.33452e-34,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,45.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:45.0_obsid:wp4-f5_variable:ph,6.59176,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,45.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:45.0_obsid:wp4-f5_variable:so4,0.000145102,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,45.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:450.0_obsid:welopt-ly1_variable:so4,0.000490529,0.0,forecast,,,welopt-ly1,conc,lst,450.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:450.0_obsid:welopt-ly3_variable:o0,6.86688e-11,0.0,conc,,,welopt-ly3,conc,lst,450.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:450.0_obsid:welopt-ly3_variable:ph,6.79371,0.0,conc,,,welopt-ly3,conc,lst,450.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:450.0_obsid:welopt-ly3_variable:so4,0.000906971,0.0,forecast,,,welopt-ly3,conc,lst,450.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:450.0_obsid:welopt-ly5_variable:so4,0.000684394,0.0,forecast,,,welopt-ly5,conc,lst,450.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:450.0_obsid:wp1-f3_variable:o0,3.13776e-11,0.0,conc,,,wp1-f3,conc,lst,450.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:450.0_obsid:wp1-f3_variable:ph,6.75552,0.0,conc,,,wp1-f3,conc,lst,450.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:450.0_obsid:wp1-f3_variable:so4,0.00081124,0.0,conc,,,wp1-f3,conc,lst,450.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:450.0_obsid:wp4-f5_variable:o0,0.000185174,0.0,conc,,,wp4-f5,conc,lst,450.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:450.0_obsid:wp4-f5_variable:ph,6.81278,0.0,conc,,,wp4-f5,conc,lst,450.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:450.0_obsid:wp4-f5_variable:so4,0.000778056,0.0,conc,,,wp4-f5,conc,lst,450.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:451.0_obsid:welopt-ly1_variable:so4,0.000490529,0.0,forecast,,,welopt-ly1,conc,lst,451.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:451.0_obsid:welopt-ly3_variable:o0,6.86688e-11,0.0,conc,,,welopt-ly3,conc,lst,451.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:451.0_obsid:welopt-ly3_variable:ph,6.79371,0.0,conc,,,welopt-ly3,conc,lst,451.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:451.0_obsid:welopt-ly3_variable:so4,0.000906971,0.0,forecast,,,welopt-ly3,conc,lst,451.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:451.0_obsid:welopt-ly5_variable:so4,0.000684394,0.0,forecast,,,welopt-ly5,conc,lst,451.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:451.0_obsid:wp1-f3_variable:o0,3.13776e-11,0.0,conc,,,wp1-f3,conc,lst,451.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:451.0_obsid:wp1-f3_variable:ph,6.75552,0.0,conc,,,wp1-f3,conc,lst,451.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:451.0_obsid:wp1-f3_variable:so4,0.00081124,0.0,conc,,,wp1-f3,conc,lst,451.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:451.0_obsid:wp4-f5_variable:o0,0.000185174,0.0,conc,,,wp4-f5,conc,lst,451.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:451.0_obsid:wp4-f5_variable:ph,6.81278,0.0,conc,,,wp4-f5,conc,lst,451.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:451.0_obsid:wp4-f5_variable:so4,0.000778056,0.0,conc,,,wp4-f5,conc,lst,451.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:452.0_obsid:welopt-ly1_variable:so4,0.000490529,0.0,forecast,,,welopt-ly1,conc,lst,452.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:452.0_obsid:welopt-ly3_variable:o0,6.86688e-11,0.0,conc,,,welopt-ly3,conc,lst,452.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:452.0_obsid:welopt-ly3_variable:ph,6.79371,0.0,conc,,,welopt-ly3,conc,lst,452.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:452.0_obsid:welopt-ly3_variable:so4,0.000906971,0.0,forecast,,,welopt-ly3,conc,lst,452.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:452.0_obsid:welopt-ly5_variable:so4,0.000684394,0.0,forecast,,,welopt-ly5,conc,lst,452.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:452.0_obsid:wp1-f3_variable:o0,3.13776e-11,0.0,conc,,,wp1-f3,conc,lst,452.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:452.0_obsid:wp1-f3_variable:ph,6.75552,0.0,conc,,,wp1-f3,conc,lst,452.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:452.0_obsid:wp1-f3_variable:so4,0.00081124,0.0,conc,,,wp1-f3,conc,lst,452.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:452.0_obsid:wp4-f5_variable:o0,0.000185174,0.0,conc,,,wp4-f5,conc,lst,452.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:452.0_obsid:wp4-f5_variable:ph,6.81278,0.0,conc,,,wp4-f5,conc,lst,452.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:452.0_obsid:wp4-f5_variable:so4,0.000778056,0.0,conc,,,wp4-f5,conc,lst,452.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:453.0_obsid:welopt-ly1_variable:so4,0.000490529,0.0,forecast,,,welopt-ly1,conc,lst,453.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:453.0_obsid:welopt-ly3_variable:o0,6.86688e-11,0.0,conc,,,welopt-ly3,conc,lst,453.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:453.0_obsid:welopt-ly3_variable:ph,6.79371,0.0,conc,,,welopt-ly3,conc,lst,453.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:453.0_obsid:welopt-ly3_variable:so4,0.000906971,0.0,forecast,,,welopt-ly3,conc,lst,453.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:453.0_obsid:welopt-ly5_variable:so4,0.000684394,0.0,forecast,,,welopt-ly5,conc,lst,453.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:453.0_obsid:wp1-f3_variable:o0,3.13776e-11,0.0,conc,,,wp1-f3,conc,lst,453.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:453.0_obsid:wp1-f3_variable:ph,6.75552,0.0,conc,,,wp1-f3,conc,lst,453.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:453.0_obsid:wp1-f3_variable:so4,0.00081124,0.0,conc,,,wp1-f3,conc,lst,453.0,sim,so4,
